Verketten;Laenge;2_a_Leistung 2 (hyd) [kW];Normleistung;Preis;Typ;Breite;Hoehe;H_Lam;2_a_Leistung 1 (hyd) [kW];2_a_Temperatur 1 [C];2_a_Temperatur 2 [C];2_a_Temperatur 3 [C];Nenndruck bar Extra (%);Nenndruck PN (bar);Exponential;Gewicht leer (kg);3_a_Fabrikat;Modelle;3_c_Farbe 1;Farbe Extra;Ausfuehrung;3_c_Material 1;Zubehoer;Zubehoeranzahl;Zubehoereinzelpreis;Zubehoer_Total_Preis;Total_Preis;N(mm)/1m;A(m2);A(m2)/1m;V(dm3);V(dm3)/1m;M(kg);M(kg)/1m;S_k(%)/1m;q_ms_(kg/h)/1m;Waermeleistung_50K/1m;Charleston_Typ;Stueck;Einzelpreis;Watt_pro_element;Horizontal_Vertikal;Main Typ;Preis mit AB;Nennbauhoehe;Grundpreis
THN21397;1300;1.008;1008;1275.06;THN21;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;1400;1.085;1085;1315.66;THN21;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;1500;1.163;1163;1356.27;THN21;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;1600;1.24;1240;1396.87;THN21;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;1700;1.318;1318;1437.47;THN21;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;1800;1.395;1395;1478.07;THN21;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;1900;1.473;1473;1518.68;THN21;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;2000;1.55;1550;1559.28;THN21;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;2200;1.705;1705;1640.49;THN21;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;2400;1.86;1860;1721.69;THN21;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;2600;2.015;2015;1802.9;THN21;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;2800;2.17;2170;1884.1;THN21;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;3000;2.325;2325;1965.31;THN21;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;3200;2.48;2480;2046.52;THN21;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;3400;2.635;2635;2127.72;THN21;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;3600;2.79;2790;2208.93;THN21;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;3800;2.945;2945;2290.13;THN21;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;4000;3.1;3100;2371.34;THN21;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;4200;3.255;3255;2452.55;THN21;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;4400;3.411;3411;2533.75;THN21;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;4600;3.566;3566;2614.96;THN21;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;4800;3.721;3721;2696.16;THN21;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;500;0.413;413;963.54;THN21;102;397;160;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;600;0.495;495;1007.15;THN21;102;397;160;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;700;0.578;578;1050.76;THN21;102;397;160;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;800;0.66;660;1094.37;THN21;102;397;160;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;900;0.743;743;1137.99;THN21;102;397;160;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;1000;0.825;825;1181.6;THN21;102;397;160;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;1100;0.908;908;1225.21;THN21;102;397;160;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;1200;0.99;990;1268.83;THN21;102;397;160;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;1300;1.073;1073;1312.44;THN21;102;397;160;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;1400;1.156;1156;1356.05;THN21;102;397;160;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;1500;1.238;1238;1399.67;THN21;102;397;160;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;1600;1.321;1321;1443.28;THN21;102;397;160;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;1700;1.403;1403;1486.89;THN21;102;397;160;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;1800;1.486;1486;1530.5;THN21;102;397;160;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;1900;1.568;1568;1574.12;THN21;102;397;160;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;2000;1.651;1651;1617.73;THN21;102;397;160;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;2200;1.816;1816;1704.96;THN21;102;397;160;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;2400;1.981;1981;1792.18;THN21;102;397;160;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;2600;2.146;2146;1879.41;THN21;102;397;160;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;2800;2.311;2311;1966.63;THN21;102;397;160;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;3000;2.476;2476;2053.86;THN21;102;397;160;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;3200;2.641;2641;2141.09;THN21;102;397;160;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;3400;2.806;2806;2228.31;THN21;102;397;160;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;3600;2.971;2971;2315.54;THN21;102;397;160;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;3800;3.136;3136;2402.76;THN21;102;397;160;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;4000;3.301;3301;2489.99;THN21;102;397;160;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;4200;3.467;3467;2577.22;THN21;102;397;160;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;4400;3.632;3632;2664.44;THN21;102;397;160;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;4600;3.797;3797;2751.67;THN21;102;397;160;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;4800;3.962;3962;2838.89;THN21;102;397;160;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;500;0.438;438;976.95;THN21;102;397;240;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;600;0.525;525;1023.68;THN21;102;397;240;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;700;0.613;613;1070.4;THN21;102;397;240;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;800;0.7;700;1117.13;THN21;102;397;240;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;900;0.788;788;1163.85;THN21;102;397;240;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;1000;0.876;876;1210.58;THN21;102;397;240;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;1100;0.963;963;1257.31;THN21;102;397;240;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;1200;1.051;1051;1304.03;THN21;102;397;240;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;1300;1.138;1138;1350.76;THN21;102;397;240;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;1400;1.226;1226;1397.48;THN21;102;397;240;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;1500;1.313;1313;1444.21;THN21;102;397;240;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;1600;1.401;1401;1490.94;THN21;102;397;240;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;1700;1.489;1489;1537.66;THN21;102;397;240;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;1800;1.576;1576;1584.39;THN21;102;397;240;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;1900;1.664;1664;1631.11;THN21;102;397;240;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;2000;1.751;1751;1677.84;THN21;102;397;240;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;2200;1.926;1926;1771.29;THN21;102;397;240;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;2400;2.101;2101;1864.74;THN21;102;397;240;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;2600;2.277;2277;1958.2;THN21;102;397;240;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;2800;2.452;2452;2051.65;THN21;102;397;240;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;3000;2.627;2627;2145.1;THN21;102;397;240;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;3200;2.802;2802;2238.55;THN21;102;397;240;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;3400;2.977;2977;2332;THN21;102;397;240;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;3600;3.152;3152;2425.46;THN21;102;397;240;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;3800;3.327;3327;2518.91;THN21;102;397;240;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;4000;3.502;3502;2612.36;THN21;102;397;240;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;4200;3.678;3678;2705.81;THN21;102;397;240;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;4400;3.853;3853;2799.26;THN21;102;397;240;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;4600;4.028;4028;2892.72;THN21;102;397;240;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;4800;4.203;4203;2986.17;THN21;102;397;240;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;500;0.463;463;991.01;THN21;102;397;320;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;600;0.556;556;1040.86;THN21;102;397;320;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;700;0.648;648;1090.71;THN21;102;397;320;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;800;0.741;741;1140.56;THN21;102;397;320;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;900;0.833;833;1190.42;THN21;102;397;320;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;1000;0.926;926;1240.27;THN21;102;397;320;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;1100;1.018;1018;1290.12;THN21;102;397;320;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;1200;1.111;1111;1339.98;THN21;102;397;320;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;1300;1.204;1204;1389.83;THN21;102;397;320;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;1400;1.296;1296;1439.68;THN21;102;397;320;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;1500;1.389;1389;1489.54;THN21;102;397;320;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;1600;1.481;1481;1539.39;THN21;102;397;320;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;1700;1.574;1574;1589.24;THN21;102;397;320;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;1800;1.667;1667;1639.09;THN21;102;397;320;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;1900;1.759;1759;1688.95;THN21;102;397;320;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;2000;1.852;1852;1738.8;THN21;102;397;320;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;2200;2.037;2037;1838.51;THN21;102;397;320;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;2400;2.222;2222;1938.21;THN21;102;397;320;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;2600;2.407;2407;2037.92;THN21;102;397;320;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;2800;2.592;2592;2137.62;THN21;102;397;320;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;3000;2.778;2778;2237.33;THN21;102;397;320;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;3200;2.963;2963;2337.04;THN21;102;397;320;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;3400;3.148;3148;2436.74;THN21;102;397;320;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;3600;3.333;3333;2536.45;THN21;102;397;320;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;3800;3.518;3518;2636.15;THN21;102;397;320;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;4000;3.703;3703;2735.86;THN21;102;397;320;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;4200;3.889;3889;2835.57;THN21;102;397;320;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;4400;4.074;4074;2935.27;THN21;102;397;320;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;4600;4.259;4259;3034.98;THN21;102;397;320;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;4800;4.444;4444;3134.68;THN21;102;397;320;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;500;0.483;483;1004.47;THN21;102;397;400;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;600;0.579;579;1057.41;THN21;102;397;400;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;700;0.676;676;1110.35;THN21;102;397;400;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;800;0.772;772;1163.3;THN21;102;397;400;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;900;0.869;869;1216.24;THN21;102;397;400;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;1000;0.965;965;1269.18;THN21;102;397;400;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;1100;1.062;1062;1322.12;THN21;102;397;400;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;1200;1.158;1158;1375.06;THN21;102;397;400;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;1300;1.255;1255;1428.01;THN21;102;397;400;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;1400;1.351;1351;1480.95;THN21;102;397;400;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;1500;1.448;1448;1533.89;THN21;102;397;400;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;1600;1.544;1544;1586.83;THN21;102;397;400;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;1700;1.641;1641;1639.77;THN21;102;397;400;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;1800;1.737;1737;1692.72;THN21;102;397;400;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;1900;1.834;1834;1745.66;THN21;102;397;400;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;2000;1.93;1930;1798.6;THN21;102;397;400;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;2200;2.123;2123;1904.48;THN21;102;397;400;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;2400;2.316;2316;2010.37;THN21;102;397;400;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;2600;2.509;2509;2116.25;THN21;102;397;400;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;2800;2.702;2702;2222.14;THN21;102;397;400;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;3000;2.895;2895;2328.02;THN21;102;397;400;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;3200;3.088;3088;2433.9;THN21;102;397;400;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;3400;3.281;3281;2539.79;THN21;102;397;400;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;3600;3.474;3474;2645.67;THN21;102;397;400;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;3800;3.667;3667;2751.56;THN21;102;397;400;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;4000;3.861;3861;2857.44;THN21;102;397;400;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;4200;4.054;4054;2963.32;THN21;102;397;400;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;4400;4.247;4247;3069.21;THN21;102;397;400;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;4600;4.44;4440;3175.09;THN21;102;397;400;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;4800;4.633;4633;3280.98;THN21;102;397;400;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN22397;500;0.475;475;944.15;THN22;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN22397;600;0.57;570;986.71;THN22;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN22397;700;0.665;665;1029.28;THN22;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN22397;800;0.76;760;1071.84;THN22;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN22397;900;0.855;855;1114.41;THN22;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN22397;1000;0.951;951;1156.97;THN22;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN22397;1100;1.046;1046;1199.54;THN22;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN22397;1200;1.141;1141;1242.1;THN22;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN22397;1300;1.236;1236;1284.67;THN22;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN22397;1400;1.331;1331;1327.23;THN22;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN22397;1500;1.426;1426;1369.8;THN22;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN22397;1600;1.521;1521;1412.36;THN22;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN22397;1700;1.616;1616;1454.93;THN22;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN22397;1800;1.711;1711;1497.49;THN22;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN22397;1900;1.806;1806;1540.06;THN22;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN22397;2000;1.901;1901;1582.62;THN22;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN22397;2200;2.091;2091;1667.75;THN22;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN22397;2400;2.281;2281;1752.88;THN22;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN22397;2600;2.471;2471;1838.01;THN22;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN22397;2800;2.662;2662;1923.14;THN22;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN22397;3000;2.852;2852;2008.27;THN22;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN22397;3200;3.042;3042;2093.4;THN22;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN22397;3400;3.232;3232;2178.53;THN22;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN22397;3600;3.422;3422;2263.66;THN22;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN22397;3800;3.612;3612;2348.79;THN22;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN22397;4000;3.802;3802;2433.92;THN22;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN22397;4200;3.992;3992;2519.05;THN22;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN22397;4400;4.182;4182;2604.18;THN22;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN22397;4600;4.373;4373;2689.31;THN22;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN22397;4800;4.563;4563;2774.44;THN22;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
W77770;500;0.395;395;606.12;W77;43;770;0;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
W77770;600;0.473;473;642.95;W77;43;770;0;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
W77770;700;0.552;552;679.78;W77;43;770;0;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
W77770;800;0.631;631;716.61;W77;43;770;0;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
W77770;900;0.71;710;753.45;W77;43;770;0;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
