Verketten;Laenge;2_a_Leistung 2 (hyd) [kW];Normleistung;Preis;Typ;Breite;Hoehe;H_Lam;2_a_Leistung 1 (hyd) [kW];2_a_Temperatur 1 [C];2_a_Temperatur 2 [C];2_a_Temperatur 3 [C];Nenndruck bar Extra (%);Nenndruck PN (bar);Exponential;Gewicht leer (kg);3_a_Fabrikat;Modelle;3_c_Farbe 1;Farbe Extra;Ausfuehrung;3_c_Material 1;Zubehoer;Zubehoeranzahl;Zubehoereinzelpreis;Zubehoer_Total_Preis;Total_Preis;N(mm)/1m;A(m2);A(m2)/1m;V(dm3);V(dm3)/1m;M(kg);M(kg)/1m;S_k(%)/1m;q_ms_(kg/h)/1m;Waermeleistung_50K/1m;Charleston_Typ;Stueck;Einzelpreis;Watt_pro_element;Horizontal_Vertikal;Main Typ;Preis mit AB;Nennbauhoehe;Grundpreis
NHLLH21/14212;3000;2.226;2226;1558;NHLLH21/14;92;212;125;895.9098148;50;40;21;13;4.6;1.24;16.47;Zehnder;Nova;Kat_1;18;Heizwand;Stahl;Wandkonsole_CVD_0_Sonderfarbe;4;8.55;34.2;1872.64;172;8.46;2.82;7.95;2.65;49.41;16.47;14;64;742;;;;;;NHLLH;;;
NHLLH21/14212;3200;2.374;2374;1628;NHLLH21/14;92;212;125;489.72996;40;30;21;13;4.6;1.24;16.47;Zehnder;Nova;Kat_2;25;Heizwand;Stahl;Wandkonsole_CVD_0_Sonderfarbe;4;8.55;34.2;2069.2;172;9.024;2.82;8.48;2.65;52.704;16.47;14;64;742;;;;;;NHLLH;;;
NHLLH21/14212;3400;2.523;2523;1697;NHLLH21/14;92;212;125;1563.969583;60;50;21;13;4.6;1.24;16.47;Zehnder;Nova;Standard;0;Heizwand;Stahl;Wandkonsole_CVD_0_Sonderfarbe;4;8.55;34.2;1731.2;172;9.588;2.82;9.01;2.65;55.998;16.47;14;64;742;;;;;;NHLLH;;;
NHLLH21/14212;3600;2.671;2671;1767;NHLLH21/14;92;212;125;1075.011283;50;40;21;13;4.6;1.24;16.47;Zehnder;Nova;Kat_1;18;Heizwand;Stahl;Wandkonsole_CVD_0_Sonderfarbe;4;8.55;34.2;2119.26;172;10.152;2.82;9.54;2.65;59.292;16.47;14;64;742;;;;;;NHLLH;;;
NHLLH21/14212;3800;2.82;2820;1836;NHLLH21/14;92;212;125;581.7348303;40;30;21;13;4.6;1.24;16.47;Zehnder;Nova;Kat_2;25;Heizwand;Stahl;Wandkonsole_CVD_0_Sonderfarbe;4;8.55;34.2;2329.2;172;10.716;2.82;10.07;2.65;62.586;16.47;14;64;742;;;;;;NHLLH;;;
NHLLH21/14212;4000;2.968;2968;1906;NHLLH21/14;92;212;125;1839.81836;60;50;21;13;4.6;1.24;16.47;Zehnder;Nova;Standard;0;Heizwand;Stahl;Wandkonsole_CVD_0_Sonderfarbe;4;8.55;34.2;1940.2;172;11.28;2.82;10.6;2.65;65.88;16.47;14;64;742;;;;;;NHLLH;;;
NHLLH21/14212;4200;3.116;3116;1976;NHLLH21/14;92;212;125;1254.112751;50;40;21;13;4.6;1.24;16.47;Zehnder;Nova;Kat_1;18;Heizwand;Stahl;Wandkonsole_CVD_0_Sonderfarbe;4;8.55;34.2;2365.88;172;11.844;2.82;11.13;2.65;69.174;16.47;14;64;742;;;;;;NHLLH;;;
NHLLH21/14212;4400;3.265;3265;2045;NHLLH21/14;92;212;125;673.5334117;40;30;21;13;4.6;1.24;16.47;Zehnder;Nova;Standard;0;Heizwand;Stahl;Wandkonsole_CVD_0_Sonderfarbe;4;8.55;34.2;2079.2;172;12.408;2.82;11.66;2.65;72.468;16.47;14;64;742;;;;;;NHLLH;;;
NHLLH21/14212;4600;3.413;3413;2115;NHLLH21/14;92;212;125;2115.667136;60;50;21;13;4.6;1.24;16.47;Zehnder;Nova;Kat_1;18;Heizwand;Stahl;Wandkonsole_CVD_0_Sonderfarbe;4;8.55;34.2;2529.9;172;12.972;2.82;12.19;2.65;75.762;16.47;14;64;742;;;;;;NHLLH;;;
NHLLH21/14212;4800;3.562;3562;2184;NHLLH21/14;92;212;125;1433.616694;50;40;21;13;4.6;1.24;16.47;Zehnder;Nova;Kat_2;25;Heizwand;Stahl;Wandkonsole_CVD_0_Sonderfarbe;4;8.55;34.2;2764.2;172;13.536;2.82;12.72;2.65;79.056;16.47;14;64;742;;;;;;NHLLH;;;
NHLLH21/21212;400;0.343;343;664;NHLLH21/21;92;212;195;69.86210373;40;30;21;13;4.6;1.25;18.74;Zehnder;Nova;Standard;0;Heizwand;Stahl;Wandkonsole_CVD_0_Sonderfarbe;4;8.55;34.2;698.2;172;1.52;3.8;1.06;2.65;7.496;18.74;12;74;857;;;;;;NHLLH;;;
NHLLH21/21212;500;0.429;429;701;NHLLH21/21;92;212;195;264.9069992;60;50;21;13;4.6;1.25;18.74;Zehnder;Nova;Kat_1;18;Heizwand;Stahl;Wandkonsole_CVD_0_Sonderfarbe;4;8.55;34.2;861.38;172;1.9;3.8;1.325;2.65;9.37;18.74;12;74;857;;;;;;NHLLH;;;
NHLLH21/21212;600;0.514;514;738;NHLLH21/21;92;212;195;205.3594373;50;40;21;13;4.6;1.25;18.74;Zehnder;Nova;Kat_2;25;Heizwand;Stahl;Wandkonsole_CVD_0_Sonderfarbe;4;8.55;34.2;956.7;172;2.28;3.8;1.59;2.65;11.244;18.74;12;74;857;;;;;;NHLLH;;;
NHLLH21/21212;700;0.6;600;775;NHLLH21/21;92;212;195;122.2077616;40;30;21;13;4.6;1.25;18.74;Zehnder;Nova;Standard;0;Heizwand;Stahl;Wandkonsole_CVD_0_Sonderfarbe;4;8.55;34.2;809.2;172;2.66;3.8;1.855;2.65;13.118;18.74;12;74;857;;;;;;NHLLH;;;
NHLLH21/21212;800;0.686;686;812;NHLLH21/21;92;212;195;423.6041992;60;50;21;13;4.6;1.25;18.74;Zehnder;Nova;Kat_1;18;Heizwand;Stahl;Wandkonsole_CVD_0_Sonderfarbe;4;8.55;34.2;992.36;172;3.04;3.8;2.12;2.65;14.992;18.74;12;74;857;;;;;;NHLLH;;;
NHLLH21/21212;900;0.771;771;849;NHLLH21/21;92;212;195;308.039156;50;40;21;13;4.6;1.25;18.74;Zehnder;Nova;Kat_2;25;Heizwand;Stahl;Wandkonsole_CVD_0_Sonderfarbe;4;8.55;34.2;1095.45;172;3.42;3.8;2.385;2.65;16.866;18.74;12;74;857;;;;;;NHLLH;;;
NHLLH21/21212;1000;0.857;857;886;NHLLH21/21;92;212;195;174.5534195;40;30;21;13;4.6;1.25;18.74;Zehnder;Nova;Standard;0;Heizwand;Stahl;Wandkonsole_CVD_0_Sonderfarbe;4;8.55;34.2;920.2;172;3.8;3.8;2.65;2.65;18.74;18.74;12;74;857;;;;;;NHLLH;;;
NHLLH21/21212;1100;0.943;943;923;NHLLH21/21;92;212;195;582.3013991;60;50;21;13;4.6;1.25;18.74;Zehnder;Nova;Kat_1;18;Heizwand;Stahl;Wandkonsole_CVD_0_Sonderfarbe;4;8.55;34.2;1123.34;172;4.18;3.8;2.915;2.65;20.614;18.74;12;74;857;;;;;;NHLLH;;;
NHLLH21/21212;1200;1.028;1028;960;NHLLH21/21;92;212;195;410.7188746;50;40;21;13;4.6;1.25;18.74;Zehnder;Nova;Kat_2;25;Heizwand;Stahl;Wandkonsole_CVD_0_Sonderfarbe;4;8.55;34.2;1234.2;172;4.56;3.8;3.18;2.65;22.488;18.74;12;74;857;;;;;;NHLLH;;;
NHLLH21/21212;1300;1.114;1114;997;NHLLH21/21;92;212;195;226.8990774;40;30;21;13;4.6;1.25;18.74;Zehnder;Nova;Standard;0;Heizwand;Stahl;Wandkonsole_CVD_0_Sonderfarbe;4;8.55;34.2;1031.2;172;4.94;3.8;3.445;2.65;24.362;18.74;12;74;857;;;;;;NHLLH;;;
NHLLH21/21212;1400;1.2;1200;1034;NHLLH21/21;92;212;195;740.9985991;60;50;21;13;4.6;1.25;18.74;Zehnder;Nova;Kat_1;18;Heizwand;Stahl;Wandkonsole_CVD_0_Sonderfarbe;4;8.55;34.2;1254.32;172;5.32;3.8;3.71;2.65;26.236;18.74;12;74;857;;;;;;NHLLH;;;
NHLLH21/21212;1500;1.286;1286;1071;NHLLH21/21;92;212;195;513.7981253;50;40;21;13;4.6;1.25;18.74;Zehnder;Nova;Kat_2;25;Heizwand;Stahl;Wandkonsole_CVD_0_Sonderfarbe;4;8.55;34.2;1372.95;172;5.7;3.8;3.975;2.65;28.11;18.74;12;74;857;;;;;;NHLLH;;;
NHLLH21/21212;1600;1.371;1371;1108;NHLLH21/21;92;212;195;279.2447353;40;30;21;13;4.6;1.25;18.74;Zehnder;Nova;Standard;0;Heizwand;Stahl;Wandkonsole_CVD_0_Sonderfarbe;4;8.55;34.2;1142.2;172;6.08;3.8;4.24;2.65;29.984;18.74;12;74;857;;;;;;NHLLH;;;
NHLLH21/21212;1700;1.457;1457;1145;NHLLH21/21;92;212;195;899.6957991;60;50;21;13;4.6;1.25;18.74;Zehnder;Nova;Kat_1;18;Heizwand;Stahl;Wandkonsole_CVD_0_Sonderfarbe;4;8.55;34.2;1385.3;172;6.46;3.8;4.505;2.65;31.858;18.74;12;74;857;;;;;;NHLLH;;;
NHLLH21/21212;1800;1.543;1543;1183;NHLLH21/21;92;212;195;616.4778439;50;40;21;13;4.6;1.25;18.74;Zehnder;Nova;Standard;0;Heizwand;Stahl;Wandkonsole_CVD_0_Sonderfarbe;4;8.55;34.2;1217.2;172;6.84;3.8;4.77;2.65;33.732;18.74;12;74;857;;;;;;NHLLH;;;
NHLLH21/21212;1900;1.628;1628;1220;NHLLH21/21;92;212;195;331.5903932;40;30;21;13;4.6;1.25;18.74;Zehnder;Nova;Kat_1;18;Heizwand;Stahl;Wandkonsole_CVD_0_Sonderfarbe;4;8.55;34.2;1473.8;172;7.22;3.8;5.035;2.65;35.606;18.74;12;74;857;;;;;;NHLLH;;;
NHLLH21/21212;2000;1.714;1714;1257;NHLLH21/21;92;212;195;1058.392999;60;50;21;13;4.6;1.25;18.74;Zehnder;Nova;Kat_2;25;Heizwand;Stahl;Wandkonsole_CVD_0_Sonderfarbe;4;8.55;34.2;1605.45;172;7.6;3.8;5.3;2.65;37.48;18.74;12;74;857;;;;;;NHLLH;;;
NHLLH21/21212;2200;1.885;1885;1331;NHLLH21/21;92;212;195;753.1177808;50;40;21;13;4.6;1.25;18.74;Zehnder;Nova;Standard;0;Heizwand;Stahl;Wandkonsole_CVD_0_Sonderfarbe;4;8.55;34.2;1365.2;172;8.36;3.8;5.83;2.65;41.228;18.74;12;74;857;;;;;;NHLLH;;;
NHLLH21/21212;2400;2.057;2057;1405;NHLLH21/21;92;212;195;418.9689428;40;30;21;13;4.6;1.25;18.74;Zehnder;Nova;Kat_1;18;Heizwand;Stahl;Wandkonsole_CVD_0_Sonderfarbe;4;8.55;34.2;1692.1;172;9.12;3.8;6.36;2.65;44.976;18.74;12;74;857;;;;;;NHLLH;;;
NHLLH21/21212;2600;2.228;2228;1479;NHLLH21/21;92;212;195;1375.787399;60;50;21;13;4.6;1.25;18.74;Zehnder;Nova;Kat_2;25;Heizwand;Stahl;Wandkonsole_CVD_0_Sonderfarbe;4;8.55;34.2;1882.95;172;9.88;3.8;6.89;2.65;48.724;18.74;12;74;857;;;;;;NHLLH;;;
NHLLH21/21212;2800;2.4;2400;1553;NHLLH21/21;92;212;195;958.8767501;50;40;21;13;4.6;1.25;18.74;Zehnder;Nova;Standard;0;Heizwand;Stahl;Wandkonsole_CVD_0_Sonderfarbe;4;8.55;34.2;1587.2;172;10.64;3.8;7.42;2.65;52.472;18.74;12;74;857;;;;;;NHLLH;;;
NHLLH21/21212;3000;2.571;2571;1627;NHLLH21/21;92;212;195;523.6602586;40;30;21;13;4.6;1.25;18.74;Zehnder;Nova;Kat_1;18;Heizwand;Stahl;Wandkonsole_CVD_0_Sonderfarbe;4;8.55;34.2;1954.06;172;11.4;3.8;7.95;2.65;56.22;18.74;12;74;857;;;;;;NHLLH;;;
NHLLH21/21212;3200;2.742;2742;1701;NHLLH21/21;92;212;195;1693.181799;60;50;21;13;4.6;1.25;18.74;Zehnder;Nova;Kat_2;25;Heizwand;Stahl;Wandkonsole_CVD_0_Sonderfarbe;4;8.55;34.2;2160.45;172;12.16;3.8;8.48;2.65;59.968;18.74;12;74;857;;;;;;NHLLH;;;
NHLLH21/21212;3400;2.914;2914;1775;NHLLH21/21;92;212;195;1164.236187;50;40;21;13;4.6;1.25;18.74;Zehnder;Nova;Standard;0;Heizwand;Stahl;Wandkonsole_CVD_0_Sonderfarbe;4;8.55;34.2;1809.2;172;12.92;3.8;9.01;2.65;63.716;18.74;12;74;857;;;;;;NHLLH;;;
NHLLH21/21212;3600;3.085;3085;1849;NHLLH21/21;92;212;195;628.3515743;40;30;21;13;4.6;1.25;18.74;Zehnder;Nova;Kat_1;18;Heizwand;Stahl;Wandkonsole_CVD_0_Sonderfarbe;4;8.55;34.2;2216.02;172;13.68;3.8;9.54;2.65;67.464;18.74;12;74;857;;;;;;NHLLH;;;
NHLLH21/21212;3800;3.257;3257;1923;NHLLH21/21;92;212;195;2011.193698;60;50;21;13;4.6;1.25;18.74;Zehnder;Nova;Kat_2;25;Heizwand;Stahl;Wandkonsole_CVD_0_Sonderfarbe;4;8.55;34.2;2437.95;172;14.44;3.8;10.07;2.65;71.212;18.74;12;74;857;;;;;;NHLLH;;;
NHLLH21/21212;4000;3.428;3428;1997;NHLLH21/21;92;212;195;1369.595625;50;40;21;13;4.6;1.25;18.74;Zehnder;Nova;Standard;0;Heizwand;Stahl;Wandkonsole_CVD_0_Sonderfarbe;4;8.55;34.2;2031.2;172;15.2;3.8;10.6;2.65;74.96;18.74;12;74;857;;;;;;NHLLH;;;
NHLLH21/21212;4200;3.599;3599;2071;NHLLH21/21;92;212;195;733.0428901;40;30;21;13;4.6;1.25;18.74;Zehnder;Nova;Kat_1;18;Heizwand;Stahl;Wandkonsole_CVD_0_Sonderfarbe;4;8.55;34.2;2477.98;172;15.96;3.8;11.13;2.65;78.708;18.74;12;74;857;;;;;;NHLLH;;;
NHLLH21/21212;4400;3.771;3771;2146;NHLLH21/21;92;212;195;2328.588098;60;50;21;13;4.6;1.25;18.74;Zehnder;Nova;Kat_2;25;Heizwand;Stahl;Wandkonsole_CVD_0_Sonderfarbe;4;8.55;34.2;2716.7;172;16.72;3.8;11.66;2.65;82.456;18.74;12;74;857;;;;;;NHLLH;;;
NHLLH21/21212;4600;3.942;3942;2220;NHLLH21/21;92;212;195;1574.955062;50;40;21;13;4.6;1.25;18.74;Zehnder;Nova;Standard;0;Heizwand;Stahl;Wandkonsole_CVD_0_Sonderfarbe;4;8.55;34.2;2254.2;172;17.48;3.8;12.19;2.65;86.204;18.74;12;74;857;;;;;;NHLLH;;;
NHLLH21/21212;4800;4.114;4114;2294;NHLLH21/21;92;212;195;837.9378855;40;30;21;13;4.6;1.25;18.74;Zehnder;Nova;Kat_1;18;Heizwand;Stahl;Wandkonsole_CVD_0_Sonderfarbe;4;8.55;34.2;2741.12;172;18.24;3.8;12.72;2.65;89.952;18.74;12;74;857;;;;;;NHLLH;;;
NHLLH28/07283;400;0.303;303;719;NHLLH28/07;92;283;55;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;719;243;0.868;2.17;1.416;3.54;7.228;18.07;18;65;758;;;;;;NHLLH;;;
NHLLH28/07283;500;0.379;379;758;NHLLH28/07;92;283;55;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;758;243;1.085;2.17;1.77;3.54;9.035;18.07;18;65;758;;;;;;NHLLH;;;
NHLLH28/07283;600;0.455;455;797;NHLLH28/07;92;283;55;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;797;243;1.302;2.17;2.124;3.54;10.842;18.07;18;65;758;;;;;;NHLLH;;;
NHLLH28/07283;700;0.531;531;836;NHLLH28/07;92;283;55;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;836;243;1.519;2.17;2.478;3.54;12.649;18.07;18;65;758;;;;;;NHLLH;;;
NHLLH28/07283;800;0.606;606;874;NHLLH28/07;92;283;55;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;874;243;1.736;2.17;2.832;3.54;14.456;18.07;18;65;758;;;;;;NHLLH;;;
NHLLH28/07283;900;0.682;682;913;NHLLH28/07;92;283;55;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;913;243;1.953;2.17;3.186;3.54;16.263;18.07;18;65;758;;;;;;NHLLH;;;
NHLLH28/07283;1000;0.758;758;952;NHLLH28/07;92;283;55;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;952;243;2.17;2.17;3.54;3.54;18.07;18.07;18;65;758;;;;;;NHLLH;;;
NHLLH28/07283;1100;0.834;834;991;NHLLH28/07;92;283;55;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;991;243;2.387;2.17;3.894;3.54;19.877;18.07;18;65;758;;;;;;NHLLH;;;
NHLLH28/07283;1200;0.91;910;1029;NHLLH28/07;92;283;55;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;1029;243;2.604;2.17;4.248;3.54;21.684;18.07;18;65;758;;;;;;NHLLH;;;
NHLLH28/07283;1300;0.985;985;1068;NHLLH28/07;92;283;55;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;1068;243;2.821;2.17;4.602;3.54;23.491;18.07;18;65;758;;;;;;NHLLH;;;
NHLLH28/07283;1400;1.061;1061;1107;NHLLH28/07;92;283;55;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;1107;243;3.038;2.17;4.956;3.54;25.298;18.07;18;65;758;;;;;;NHLLH;;;
NHLLH28/07283;1500;1.137;1137;1146;NHLLH28/07;92;283;55;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;1146;243;3.255;2.17;5.31;3.54;27.105;18.07;18;65;758;;;;;;NHLLH;;;
NHLLH28/07283;1600;1.213;1213;1184;NHLLH28/07;92;283;55;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;1184;243;3.472;2.17;5.664;3.54;28.912;18.07;18;65;758;;;;;;NHLLH;;;
NHLLH28/07283;1700;1.289;1289;1223;NHLLH28/07;92;283;55;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;1223;243;3.689;2.17;6.018;3.54;30.719;18.07;18;65;758;;;;;;NHLLH;;;
NHLLH28/07283;1800;1.364;1364;1262;NHLLH28/07;92;283;55;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;1262;243;3.906;2.17;6.372;3.54;32.526;18.07;18;65;758;;;;;;NHLLH;;;
NHLLH28/07283;1900;1.44;1440;1301;NHLLH28/07;92;283;55;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;1301;243;4.123;2.17;6.726;3.54;34.333;18.07;18;65;758;;;;;;NHLLH;;;
NHLLH28/07283;2000;1.516;1516;1339;NHLLH28/07;92;283;55;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;1339;243;4.34;2.17;7.08;3.54;36.14;18.07;18;65;758;;;;;;NHLLH;;;
NHLLH28/07283;2200;1.668;1668;1417;NHLLH28/07;92;283;55;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;1417;243;4.774;2.17;7.788;3.54;39.754;18.07;18;65;758;;;;;;NHLLH;;;
NHLLH28/07283;2400;1.819;1819;1494;NHLLH28/07;92;283;55;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;1494;243;5.208;2.17;8.496;3.54;43.368;18.07;18;65;758;;;;;;NHLLH;;;
NHLLH28/07283;2600;1.971;1971;1572;NHLLH28/07;92;283;55;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;1572;243;5.642;2.17;9.204;3.54;46.982;18.07;18;65;758;;;;;;NHLLH;;;
NHLLH28/07283;2800;2.122;2122;1649;NHLLH28/07;92;283;55;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;1649;243;6.076;2.17;9.912;3.54;50.596;18.07;18;65;758;;;;;;NHLLH;;;
NHLLH28/07283;3000;2.274;2274;1727;NHLLH28/07;92;283;55;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;1727;243;6.51;2.17;10.62;3.54;54.21;18.07;18;65;758;;;;;;NHLLH;;;
NHLLH28/07283;3200;2.426;2426;1804;NHLLH28/07;92;283;55;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;1804;243;6.944;2.17;11.328;3.54;57.824;18.07;18;65;758;;;;;;NHLLH;;;
NHLLH28/07283;3400;2.577;2577;1882;NHLLH28/07;92;283;55;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;1882;243;7.378;2.17;12.036;3.54;61.438;18.07;18;65;758;;;;;;NHLLH;;;
NHLLH28/07283;3600;2.729;2729;1959;NHLLH28/07;92;283;55;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;1959;243;7.812;2.17;12.744;3.54;65.052;18.07;18;65;758;;;;;;NHLLH;;;
NHLLH28/07283;3800;2.88;2880;2037;NHLLH28/07;92;283;55;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;2037;243;8.246;2.17;13.452;3.54;68.666;18.07;18;65;758;;;;;;NHLLH;;;
NHLLH28/07283;4000;3.032;3032;2114;NHLLH28/07;92;283;55;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;2114;243;8.68;2.17;14.16;3.54;72.28;18.07;18;65;758;;;;;;NHLLH;;;
NHLLH28/07283;4200;3.184;3184;2192;NHLLH28/07;92;283;55;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;2192;243;9.114;2.17;14.868;3.54;75.894;18.07;18;65;758;;;;;;NHLLH;;;
NHLLH28/07283;4400;3.335;3335;2269;NHLLH28/07;92;283;55;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;2269;243;9.548;2.17;15.576;3.54;79.508;18.07;18;65;758;;;;;;NHLLH;;;
NHLLH28/07283;4600;3.487;3487;2347;NHLLH28/07;92;283;55;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;2347;243;9.982;2.17;16.284;3.54;83.122;18.07;18;65;758;;;;;;NHLLH;;;
NHLLH28/07283;4800;3.638;3638;2424;NHLLH28/07;92;283;55;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;2424;243;10.416;2.17;16.992;3.54;86.736;18.07;18;65;758;;;;;;NHLLH;;;
NHLLH28/14283;400;0.341;341;728;NHLLH28/14;92;283;125;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;728;243;1.26;3.15;1.416;3.54;8.16;20.4;15;73;853;;;;;;NHLLH;;;
NHLLH28/14283;500;0.427;427;769;NHLLH28/14;92;283;125;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;769;243;1.575;3.15;1.77;3.54;10.2;20.4;15;73;853;;;;;;NHLLH;;;
NHLLH28/14283;600;0.512;512;810;NHLLH28/14;92;283;125;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;810;243;1.89;3.15;2.124;3.54;12.24;20.4;15;73;853;;;;;;NHLLH;;;
NHLLH28/14283;700;0.597;597;851;NHLLH28/14;92;283;125;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;851;243;2.205;3.15;2.478;3.54;14.28;20.4;15;73;853;;;;;;NHLLH;;;
NHLLH28/14283;800;0.682;682;892;NHLLH28/14;92;283;125;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;892;243;2.52;3.15;2.832;3.54;16.32;20.4;15;73;853;;;;;;NHLLH;;;
NHLLH28/14283;900;0.768;768;933;NHLLH28/14;92;283;125;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;933;243;2.835;3.15;3.186;3.54;18.36;20.4;15;73;853;;;;;;NHLLH;;;
NHLLH28/14283;1000;0.853;853;974;NHLLH28/14;92;283;125;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;974;243;3.15;3.15;3.54;3.54;20.4;20.4;15;73;853;;;;;;NHLLH;;;
NHLLH28/14283;1100;0.938;938;1015;NHLLH28/14;92;283;125;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;1015;243;3.465;3.15;3.894;3.54;22.44;20.4;15;73;853;;;;;;NHLLH;;;
NHLLH28/14283;1200;1.024;1024;1056;NHLLH28/14;92;283;125;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;1056;243;3.78;3.15;4.248;3.54;24.48;20.4;15;73;853;;;;;;NHLLH;;;
NHLLH28/14283;1300;1.109;1109;1098;NHLLH28/14;92;283;125;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;1098;243;4.095;3.15;4.602;3.54;26.52;20.4;15;73;853;;;;;;NHLLH;;;
NHLLH28/14283;1400;1.194;1194;1139;NHLLH28/14;92;283;125;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;1139;243;4.41;3.15;4.956;3.54;28.56;20.4;15;73;853;;;;;;NHLLH;;;
NHLLH28/14283;1500;1.28;1280;1180;NHLLH28/14;92;283;125;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;1180;243;4.725;3.15;5.31;3.54;30.6;20.4;15;73;853;;;;;;NHLLH;;;
NHLLH28/14283;1600;1.365;1365;1221;NHLLH28/14;92;283;125;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;1221;243;5.04;3.15;5.664;3.54;32.64;20.4;15;73;853;;;;;;NHLLH;;;
NHLLH28/14283;1700;1.45;1450;1262;NHLLH28/14;92;283;125;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;1262;243;5.355;3.15;6.018;3.54;34.68;20.4;15;73;853;;;;;;NHLLH;;;
NHLLH28/14283;1800;1.535;1535;1303;NHLLH28/14;92;283;125;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;1303;243;5.67;3.15;6.372;3.54;36.72;20.4;15;73;853;;;;;;NHLLH;;;
NHLLH28/14283;1900;1.621;1621;1344;NHLLH28/14;92;283;125;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;1344;243;5.985;3.15;6.726;3.54;38.76;20.4;15;73;853;;;;;;NHLLH;;;
NHLLH28/14283;2000;1.706;1706;1385;NHLLH28/14;92;283;125;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;1385;243;6.3;3.15;7.08;3.54;40.8;20.4;15;73;853;;;;;;NHLLH;;;
NHLLH28/14283;2200;1.877;1877;1467;NHLLH28/14;92;283;125;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;1467;243;6.93;3.15;7.788;3.54;44.88;20.4;15;73;853;;;;;;NHLLH;;;
