Verketten;Laenge;2_a_Leistung 2 (hyd) [kW];Normleistung;Preis;Typ;Breite;Hoehe;H_Lam;2_a_Leistung 1 (hyd) [kW];2_a_Temperatur 1 [C];2_a_Temperatur 2 [C];2_a_Temperatur 3 [C];Nenndruck bar Extra (%);Nenndruck PN (bar);Exponential;Gewicht leer (kg);3_a_Fabrikat;Modelle;3_c_Farbe 1;Farbe Extra;Ausfuehrung;3_c_Material 1;Zubehoer;Zubehoeranzahl;Zubehoereinzelpreis;Zubehoer_Total_Preis;Total_Preis;N(mm)/1m;A(m2);A(m2)/1m;V(dm3);V(dm3)/1m;M(kg);M(kg)/1m;S_k(%)/1m;q_ms_(kg/h)/1m;Waermeleistung_50K/1m;Charleston_Typ;Stueck;Einzelpreis;Watt_pro_element;Horizontal_Vertikal;Main Typ;Preis mit AB;Nennbauhoehe;Grundpreis
ZRV214280;1200;;991.00;855;ZRV214;73;280;0;;;;;;;;;Zehnder;;;;Konvektor;;;;;;;;;;;;;;;;;;;;;;;;;
K21101092;780;0.9912;991.20;1356;K2110-12;62;1092;0;1215.559476;40;30;21;13;18;1.30;1.54;Zehnder;Charleston;Standard;0;Gliederheizkoerper;Stahl;Wandkonsole;4;4.95;19.8;1375.8;1034;0.14;0.18;0.78;1.00;1.20;1.54;22;7.10;82.60;K2110;12;113.00;82.6;;2saeuler;;;
NHH28283;1900;0.992;992.00;837;NHH28;53;283;0;399.2554071;50;40;21;13;4.6;1.24;15.01;Zehnder;Nova;Kat_2;25;Heizwand;Stahl;Wandkonsole_CVD_0_Sonderfarbe;4;8.55;34.2;1080.45;243.00;2.49;1.31;6.73;3.54;28.52;15.01;22.00;45.00;522.00;;;;;;NHH;;;
THN11237;1900;0.992;992.00;696.34;THN11;60;237;240;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL56/35567;1100;0.993;993.00;743;NHL56/35;60;567;330;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL77/35780;900;0.993;993.00;823;NHL77/35;60;780;330;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
ZRV322140;1100;;993.00;780;ZRV322;134;140;0;;;;;;;;;Zehnder;;;;Konvektor;;;;;;;;;;;;;;;;;;;;;;;;;
NHL35/14354;1800;0.994;994.00;699;NHL35/14;60;354;125;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;;;4;;;699;314;3.78;2.10;3.98;2.21;23.71;13.17;25;47;552;;;;;;NHL;;;
NHL35/35354;1400;0.994;994.00;652;NHL35/35;60;354;330;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;;;4;;;652;314;5.68;4.06;3.09;2.21;24.68;17.63;20;61;710;;;;;;NHL;;;
NHLLHL21/07212;1400;0.994;994.00;1018;NHLLHL21/07;128;212;55;405.976312;50;40;21;13;4.6;1.22;15.32;Zehnder;Nova;Kat_1;18;Heizwand;Stahl;Wandkonsole_CVD_0_RAL9016;4;4.25;17;1218.24;172.00;3.15;2.25;3.71;2.65;21.45;15.32;18;61;710;;;;;;NHLLHL;;;
NHL70/14709;1100;0.994;994.00;820;NHL70/14;60;709;125;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLH77/49780;500;0.994;994.00;1385;NHLLH77/49;92;780;471;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL56/14567;1300;0.995;995.00;771;NHL56/14;60;567;125;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL84/49851;800;0.995;995.00;843;NHL84/49;60;851;471;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHH21212;2400;0.996;996.00;785;NHH21;53;212;0;208.0959926;40;30;21;13;4.6;1.23;11.34;Zehnder;Nova;Kat_1;18;Heizwand;Stahl;Wandkonsole_CVD_0_Sonderfarbe;4;8.55;34.2;960.5;172.00;2.38;0.99;6.34;2.64;27.22;11.34;22.00;36.00;415.00;;;;;;NHH;;;
NHL35/07354;2000;0.996;996.00;724;NHL35/07;60;354;55;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;724;314;2.86;1.43;4.42;2.21;23.26;11.63;25;43;498;;;;;;NHL;;;
2W29291;1500;0.996;996.00;961.38;2W29;72;291;0;;;;;;;;;Prolux;;;;Roehrenradiatoren;;;;;;;;;;;;;;;;;;8;;;;;;;
NHL70/28709;1000;0.996;996.00;804;NHL70/28;60;709;265;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH42/14425;1200;0.996;996.00;1131;NHLH42/14;53;425;125;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
ZRV212140;1900;;996.00;633;ZRV212;73;140;0;;;;;;;;;Zehnder;;;;Konvektor;;;;;;;;;;;;;;;;;;;;;;;;;
NHL42/14425;1600;0.997;997.00;724;NHL42/14;60;425;125;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH63/49638;800;0.997;997.00;1293;NHLH63/49;53;638;471;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
"NHLLH42/42425";700;0.997;997.00;1100;"NHLLH42/42";92;425;400;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
"NHH49496";1200;0.998;998.00;1002;"NHH49";53;496;0;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH70/21709;800;0.998;998.00;1364;NHLH70/21;53;709;195;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH84/28851;700;0.998;998.00;1496;NHLH84/28;53;851;265;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL70/14709;600;0.998;998.00;1431;NHLLHL70/14;128;709;125;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NH63638;1500;0.999;999.00;679;NH63;45;638;0;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLH35/35354;800;1;1000.00;1046;NHLLH35/35;92;354;330;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;;;4;;;1046;314.00;5.10;6.38;3.54;4.43;24.82;31.02;12.00;107.00;1250.00;;;;;;NHLLH;;;
NHL56/07567;1400;1;1000.00;788;NHL56/07;45;567;55;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLH63/35638;600;1;1000.00;1282;NHLLH63/35;92;638;330;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL56/14567;700;1;1000.00;1311;NHLLHL56/14;128;567;125;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN11397;1600;1;1000.00;715.52;THN11;60;397;160;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NH49496;1900;1.001;1001.00;609;NH49;45;496;0;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN10317;2800;1.001;1001.00;592.16;THN10;53;317;0;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
N72030-40300;1045;1.001;1001.00;1311.7;N72030-40;166;300;0;;;;;;;;;Prolux;;;26;Flachrohrradiator;;;;;;;;;;;;;;;;;;;;;;;;;
NHH35354;1600;1.002;1002.00;897;NHH35;53;354;0;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;;;4;;;897;314.00;2.61;1.63;7.07;4.42;29.84;18.65;22.00;54.00;626.00;;;;;;NHH;;;
NHL63/14638;1200;1.002;1002.00;799;NHL63/14;60;638;125;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN23157;1200;1.002;1002.00;1066;THN23;137;157;160;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN11317;1500;1.002;1002.00;715.97;THN11;60;317;320;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL21/21212;2200;1.003;1003.00;635;NHL21/21;45;212;125;400.7305752;50;40;21;13;4.6;1.25;9.73;Zehnder;Nova;Kat_1;18;Heizwand;Stahl;Wandkonsole_CVD_1_RAL9016;4;4.95;19.8;769.1;172;4.29;1.95;2.90;1.32;21.41;9.73;19;39;456;;;;;;NHL;;;
NHL70/49709;900;1.003;1003.00;793;NHL70/49;60;709;471;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH91/07922;700;1.004;1004.00;1573;NHLH91/07;53;922;55;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
N71021-40210;2165;1.004;1004.00;1387.24;N71021-40;99;210;0;;;;;;;;;Prolux;;;54;Flachrohrradiator;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH35/21354;1300;1.005;1005.00;1059;NHLH35/21;53;354;195;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;;;4;;;1059;314.00;4.77;3.67;5.75;4.42;32.24;24.80;15.00;66.00;773.00;;;;;;NHLH;;;
NHL42/35425;1300;1.005;1005.00;689;NHL42/35;60;425;330;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHH77780;800;1.006;1006.00;1267;NHH77;53;780;0;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL49/35496;1200;1.006;1006.00;719;NHL49/35;60;496;330;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH56/35567;900;1.007;1007.00;1235;NHLH56/35;53;567;330;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH63/14638;900;1.008;1008.00;1317;NHLH63/14;53;638;125;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21397;1300;1.008;1008.00;1275.06;THN21;102;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
ZRV21170;3000;;1008.00;617;ZRV211;73;70;0;;;;;;;;;Zehnder;;;;Konvektor;;;;;;;;;;;;;;;;;;;;;;;;;
NHL49/49496;1100;1.009;1009.00;711;NHL49/49;60;496;471;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL63/42638;1000;1.009;1009.00;772;NHL63/42;60;638;400;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH28/07283;1700;1.01;1010.00;1041;NHLH28/07;53;283;55;623.6738209;60;50;21;13;4.6;1.25;17.60;Zehnder;Nova;Kat_2;25;Heizwand;Stahl;Wandkonsole_CVD_0_verzinkt;4;3.4;13.6;1314.85;243.00;3.13;1.84;6.02;3.54;29.92;17.60;18.00;51.00;594.00;;;;;;NHLH;;;
NH42425;2200;1.01;1010.00;592;NH42;45;425;0;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL42/21425;1500;1.01;1010.00;715;NHL42/21;60;425;195;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLH42/28425;800;1.01;1010.00;1126;NHLLH42/28;92;425;265;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL56/49567;500;1.01;1010.00;1259;NHLLHL56/49;128;567;471;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN 10237;3600;1.01;1010.00;553.09;THN 10;53;237;0;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
ZRV432140;800;;1010.00;934;ZRV432;195;140;0;;;;;;;;;Zehnder;;;;Konvektor;;;;;;;;;;;;;;;;;;;;;;;;;
2W36367;1300;1.011;1011.00;1021.02;2W36;72;367;0;;;;;;;;;Prolux;;;;Roehrenradiatoren;;;;;;;;;;;;;;;;;;10;;;;;;;
NHLH21/21212;1700;1.012;1012.00;916;NHLH21/21;53;212;195;620.1072824;60;50;21;13;4.6;1.27;16.00;Zehnder;Nova;Standard;0;Heizwand;Stahl;Wandkonsole_CVD_0_verzinkt;4;3.4;13.6;929.6;172.00;4.23;2.49;4.49;2.64;27.20;16.00;12.00;51.00;595.00;;;;;;NHLH;;;
NHLLHL28/21283;900;1.012;1012.00;1025;NHLLHL28/21;128;283;195;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;1025;243.00;5.01;5.57;3.19;3.54;23.65;26.28;13;97;1124;;;;;;NHLLHL;;;
NHL42/28425;1400;1.012;1012.00;703;NHL42/28;60;425;265;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH63/56638;800;1.012;1012.00;1302;NHLH63/56;53;638;541;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH77/07780;800;1.012;1012.00;1452;NHLH77/07;53;780;55;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN23317;800;1.012;1012.00;1190.02;THN23;137;317;320;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NH56567;1700;1.013;1013.00;652;NH56;45;567;0;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL56/07567;800;1.013;1013.00;1352;NHLLHL56/07;128;567;55;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH84/35851;700;1.015;1015.00;1504;NHLH84/35;53;851;330;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLH56/49567;600;1.015;1015.00;1223;NHLLH56/49;92;567;471;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLH77/56780;500;1.015;1015.00;1396;NHLLH77/56;92;780;541;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
"NHLLHL49/21496";700;1.015;1015.00;1234;"NHLLHL49/21";128;496;195;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL63/21638;600;1.015;1015.00;1357;NHLLHL63/21;128;638;195;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN11397;1800;1.015;1015.00;717.13;THN11;60;397;80;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NH21212;4000;1.016;1016.00;443;NH21;45;212;0;405.9244909;50;40;21;13;4.6;1.25;6.24;Zehnder;Nova;Standard;0;Heizwand;Stahl;Wandkonsole_CVD_2_Sonderfarbe;4;11.95;47.8;490.8;172.00;2.12;0.53;5.28;1.32;24.96;6.24;36.00;22.00;254.00;;;;;;NH;;;
NHLLH84/42851;500;1.016;1016.00;1453;NHLLH84/42;92;851;400;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NH35354;2600;1.017;1017.00;561;NH35;45;354;0;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;561;314.00;2.26;0.87;5.75;2.21;26.36;10.14;35.00;34.00;391.00;;;;;;NH;;;
NHL21/07212;3000;1.017;1017.00;715;NHL21/07;45;212;55;632.8589343;60;50;21;13;4.6;1.23;7.42;Zehnder;Nova;Standard;0;Heizwand;Stahl;Wandkonsole_CVD_2_Verzinkt;4;4.75;19;734;172;2.88;0.96;3.96;1.32;22.26;7.42;26;29;339;;;;;;NHL;;;
NHLLHL84/21851;500;1.017;1017.00;1544;NHLLHL84/21;128;851;195;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH28/14283;1600;1.018;1018.00;1022;NHLH28/14;53;283;125;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;1022;243.00;3.74;2.34;5.66;3.54;29.92;18.70;15.00;55.00;636.00;;;;;;NHLH;;;
THN21397;1100;1.018;1018.00;1290.12;THN21;102;397;320;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL77/21780;1000;1.019;1019.00;846;NHL77/21;60;780;195;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL84/28851;900;1.019;1019.00;864;NHL84/28;60;851;265;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL84/56851;800;1.019;1019.00;852;NHL84/56;60;851;541;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLH70/28709;600;1.019;1019.00;1354;NHLLH70/28;92;709;265;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH35/35354;1200;1.02;1020.00;1040;NHLH35/35;53;354;330;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;;;4;;;1040;314.00;5.95;4.96;5.30;4.42;33.36;27.80;12.00;73.00;850.00;;;;;;NHLH;;;
NHL63/28638;1100;1.02;1020.00;788;NHL63/28;60;638;265;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
"NHLH49/14496";1100;1.02;1020.00;1206;"NHLH49/14";53;496;125;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH70/28709;800;1.02;1020.00;1373;NHLH70/28;53;709;265;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHH42425;1400;1.021;1021.00;962;NHH42;53;425;0;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL63/07638;1300;1.021;1021.00;820;NHL63/07;60;638;55;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH91/14922;700;1.021;1021.00;1581;NHLH91/14;53;922;125;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL56/28567;600;1.021;1021.00;1283;NHLLHL56/28;128;567;265;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL63/42638;500;1.021;1021.00;1331;NHLLHL63/42;128;638;400;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
WL77/14-W77770;700;1.021;1021.00;1666.5;WL77/14-W77;104;770;120;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
N71030-40300;1765;1.021;1021.00;1196.54;N71030-40;99;300;0;;;;;;;;;Prolux;;;44;Flachrohrradiator;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH28/28283;1400;1.022;1022.00;976;NHLH28/28;53;283;265;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;976;243.00;4.66;3.33;4.96;3.54;29.54;21.10;12.00;63.00;730.00;;;;;;NHLH;;;
NHLLH49/35496;700;1.023;1023.00;1176;NHLLH49/35;92;496;330;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;1176;456.00;4.94;7.06;4.34;6.20;27.17;38.81;14.00;126.00;1461.00;;;;;;NHLLH;;;
NHLH56/14567;1000;1.023;1023.00;1268;NHLH56/14;53;567;125;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH84/42851;700;1.023;1023.00;1512;NHLH84/42;53;851;400;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
"NHLLH49/35496";700;1.023;1023.00;1176;"NHLLH49/35";92;496;330;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH21/14212;1900;1.024;1024.00;962;NHLH21/14;53;212;125;406.1289195;50;40;21;13;4.6;1.26;14.80;Zehnder;Nova;Standard;0;Heizwand;Stahl;Wandkonsole_CVD_0_verzinkt;4;3.4;13.6;975.6;172.00;3.78;1.99;5.02;2.64;28.12;14.80;14.00;46.00;539.00;;;;;;NHLH;;;
NHLLH28/14283;1200;1.024;1024.00;1056;NHLLH28/14;92;283;125;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;1056;243.00;3.78;3.15;4.25;3.54;24.48;20.40;15.00;73.00;853.00;;;;;;NHLLH;;;
NHL56/56570;1000;1.024;1024.00;740;NHL56/56;62;570;541;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL70/35709;500;1.024;1024.00;1402;NHLLHL70/35;128;709;330;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH28/21283;1500;1.025;1025.00;1000;NHLH28/21;53;283;195;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;1000;243.00;4.25;2.83;5.31;3.54;29.85;19.90;13.00;59.00;683.00;;;;;;NHLH;;;
NHLLH49/21496;800;1.025;1025.00;1206;NHLLH49/21;92;496;195;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;1206;456.00;4.13;5.16;4.96;6.20;27.47;34.34;16.00;110.00;1281.00;;;;;;NHLLH;;;
NHLLHL28/28283;800;1.025;1025.00;1005;NHLLHL28/28;128;283;265;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;Stahl;;;;;1005;243.00;5.64;7.05;2.83;3.54;23.81;29.76;11;110;1281;;;;;;NHLLHL;;;
NHL70/07709;1200;1.025;1025.00;846;NHL70/07;60;709;55;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
"NHLLH49/21496";800;1.025;1025.00;1206;"NHLLH49/21";92;496;195;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH35/14354;1400;1.026;1026.00;1089;NHLH35/14;53;354;125;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;;;4;;;1089;314.00;4.20;3.00;6.19;4.42;32.62;23.30;16.00;63.00;733.00;;;;;;NHLH;;;
NHLLHL35/07354;1100;1.026;1026.00;1169;NHLLHL35/07;128;354;55;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;;;4;;;1169;314.00;3.22;2.93;4.87;4.43;25.43;23.12;19;80;;;;;;;NHLLHL;;;
NH98993;1000;1.026;1026.00;864;NH98;45;993;0;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL42/07425;1800;1.026;1026.00;758;NHL42/07;60;425;55;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL49/28496;1300;1.026;1026.00;738;NHL49/28;60;496;265;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH56/42567;900;1.026;1026.00;1245;NHLH56/42;53;567;400;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
W77770;1300;1.026;1026.00;900.78;W77;43;770;0;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
N71028-40280;1845;1.026;1026.00;1228.76;N71028-40;99;280;0;;;;;;;;;Prolux;;;46;Flachrohrradiator;;;;;;;;;;;;;;;;;;;;;;;;;
NHL49/07496;1600;1.027;1027.00;780;NHL49/07;60;496;55;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLH42/07425;1300;1.027;1027.00;1168;NHLH42/07;53;425;55;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL42/42425;600;1.027;1027.00;1135;NHLLHL42/42;128;425;400;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLH21/21212;1200;1.028;1028.00;960;NHLLH21/21;92;212;195;410.7188746;50;40;21;13;4.6;1.25;18.74;Zehnder;Nova;Kat_2;25;Heizwand;Stahl;Wandkonsole_CVD_0_Sonderfarbe;4;8.55;34.2;1234.2;172.00;4.56;3.80;3.18;2.65;22.49;18.74;12.00;74.00;857.00;;;;;;NHLLH;;;
NHL56/28567;1200;1.028;1028.00;766;NHL56/28;60;567;265;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHL77/42780;900;1.028;1028.00;833;NHL77/42;60;780;400;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLHL77/28780;500;1.028;1028.00;1473;NHLLHL77/28;128;780;265;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
ZRV54170;1000;;1028.00;837;ZRV541;256;70;0;;;;;;;;;Zehnder;;;;Konvektor;;;;;;;;;;;;;;;;;;;;;;;;;
NHLLH21/07212;1600;1.029;1029.00;1036;NHLLH21/07;92;212;55;640.3262963;60;50;21;13;4.6;1.23;14.14;Zehnder;Nova;Kat_1;18;Heizwand;Stahl;Wandkonsole_CVD_0_RAL9016;4;4.25;17;1239.48;172.00;2.93;1.83;4.24;2.65;22.62;14.14;17.00;55.00;643.00;;;;;;NHLLH;;;
NHLH49/35496;1000;1.029;1029.00;1182;NHLH49/35;53;496;330;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN21237;1600;1.029;1029.00;1173.96;THN21;102;237;240;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN91237;1600;1.029;1029.00;1120.6;THN91;61;237;240;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
THN11397;1500;1.029;1029.00;730.4;THN11;60;397;240;;;;;;;;;Prolux;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
E2021210;1320;1.0296;1029.60;1540.75;E2021-33;160;210;0;;;;;;;;;Zehnder;;;;Flachrohrradiator;;;;;;;;;;;;;;;;1300;E2021;33;40.35;31.2;;;;;
NHL28/21283;2000;1.03;1030.00;684;NHL28/21;45;283;195;411.5179386;50;40;21;13;4.6;1.25;11.70;Zehnder;Nova;Kat_1;18;Heizwand;Stahl;Wandkonsole_CVD_1_Sonderfarbe;4;9.8;39.2;846.32;243;4.22;2.11;3.54;1.77;23.40;11.70;21;44;515;;;;;;NHL;;;
NHL35/21354;1700;1.03;1030.00;695;NHL35/21;60;354;195;#ZAHL!;;;;;;;;Zehnder;Nova;;;Heizwand;;;4;;;695;314;4.71;2.77;3.76;2.21;24.99;14.70;22;52;606;;;;;;NHL;;;
NH70709;1400;1.03;1030.00;729;NH70;45;709;0;;;;;;;;;Zehnder;;;;Heizwand;;;;;;;;;;;;;;;;;;;;;;;;;
